benefit,category,company address,company district,company id,company name,company province,description,level,name,requirement,salary,type,contact email,contact name,contact phone,work place
"- Được ăn ca miễn phí.
- Được ký Hợp đồng dài hạn (được đóng BHXH) nếu NV có nguyện vọng làm lâu dài.
- Thưởng tháng lương 13
- Các phúc lợi khác theo quy định của Luật lao động và theo Quy chế Công ty (tham khảo khi được mời phỏng vấn).
Lưu ý: ưu tiên sinh viên làm thêm, part time,chỉ liên hệ trong gìơ hành chính.",Kinh doanh,Phòng HCNS - 152 Đường Láng,Quận Đống Đa,5386950a76656e179c170000,Công ty TNHH Sỹ Phú,Hà Nội,"- Địa điểm làm việc tại 1 trong các nhà hàng của Công ty tại 5 Trúc Bạch, 9 Nguyễn Khắc Cần;
- Chuẩn bị các công việc vào ca;
- Thực hiện các nghiệp vụ của lễ tân theo hướng dẫn công việc của nhân viên lễ tân;
- Chuẩn bị các công việc đóng ca;
- Thực hiện các công việc khác do Tổ trưởng tổ lễ tân phân công;",Nhân viên,Nhân viên Lễ tân,"- Nữ, 18-26 tuổi;
- Ngoại hình khá, cân đối, cao từ 1m60 trở lên
- Ưu tiên ứng viên có kinh nghiệm; có nghiệp vụ lễ tân/bàn.
- Tiếng Anh giao tiếp là 1 lợi thế.

Lưu ý: làm việc tại số 5 Trúc Bạch hoặc số 9 Nguyễn Khắc Cần",1 - 3 triệu,Toàn thời gian,nhansu@syphu.vn,,,Hà Nội
"* Công ty có hỗ trợ 01 bữa cơm ca (ăn trưa)
* Được đóng BHXH, BHYT, BHTN sau khi ký hợp đồng lao động chính thức
* Được làm việc trong môi trường chuyên nghiệp, có cơ hội thắng tiến.
* Các chế độ khác theo Quy định của Công ty",Xây dựng,"Số 22, Lô biệt thự khu D, The Manor, Đường Mễ Trì",Huyện Từ Liêm,5386950a76656e179c250000,Công ty Cổ phần Đầu tư Châu Minh ASIA,Hà Nội,"- Xây dựng các tiêu chuẩn, tiêu chí kiểm tra chất lượng
+ Kiểm tra chất lượng đầu vào của nguyên vật liệu
+ Kiểm tra chất lượng chi tiết của sản phẩm khi pha cắt và trên các công đoạn.
+ Kiểm tra sản phẩm sau khi ráp
+ Kiểm tra sản phẩm sau khi bao gói (trước khi xuất hàng) đã đầy đủ tem, nhãn, mã...
- Lưu dữ liệu, hình ảnh kiểm tra cho các đơn hàng sau khi xuất
- Giải trình sự cố khi khách hàng phản hồi về vấn đề chất lượng...",Nhân viên,Quản lý chất lượng (QC) sản xuất đồ gỗ nội thất,"- Tốt nghiệp đại học, cao đẳng chuyên ngành kỹ thuật
- Ưu tiên có kinh nghiệm trong sản xuất hàng nội thất, cơ khí
- Am hiểu về quy trình sản xuất, quy trình kiểm tra sản phẩm
- Có khả năng giao tiếp, trao đổi, làm việc nhóm...
- Chịu được áp lực công việc cao...",Thỏa thuận,Toàn thời gian,ptnhung@chauminhasia.vn,,,Hà Nội
Theo quy định của Công ty,Xuất nhập khẩu,"Số 22, Lô biệt thự khu D, The Manor, Đường Mễ Trì",Huyện Từ Liêm,5386950a76656e179c250000,Công ty Cổ phần Đầu tư Châu Minh ASIA,Hà Nội,"- Xác định trình tự của các hoạt động định hình và lựa chọn các dụng cụ gia công cắt gọt cần thiết
- Lập trình các chương trình (chuyển đổi từ bản CAD), chạy chương trình và lưu trữ chúng trên bộ phận điều khiển của máy và đảm bảo tất cả các chương trình hoạt động chính xác và đáp ứng các thông số kỹ thuật.
- Kiểm tra các chương trình, chạy thử nghiệm trước khi chạy chính thức trên máy và tiến hành gia công sản phẩm.
- Điều khiển máy phay trong quá trình sản xuất, đưa các lệnh chương trình gia công đã lập trình vào modul kiểm soát máy và hoàn thiện thành công.
- Thay đổi dụng cụ cắt gọt khi cần thiết
- Lập dự phòng bảo trì thiết bị, CCDC, làm sạch và đảm bảo an toàn các thiết bị.",Nhân viên,Công nhân vận hành máy CNC,"Tốt nghiệp ĐH, CĐ chuyên ngành kỹ thuật
Có kinh nghiệm lập trình và vận hành máy CNC cho cơ khí và gỗ",Thỏa thuận,Toàn thời gian,ptnhung@chauminhasia.vn,,,Hà Nội
"* Mức lương thử việc : Thỏa thuận
* Công ty có hỗ trợ 01 bữa cơm ca (ăn trưa)
* Được đóng BHXH, BHYT, BHTN sau khi ký hợp đồng lao động chính thức
* Được làm việc trong môi trường chuyên nghiệp, có cơ hội thắng tiến.
* Các chế độ khác theo Quy định của Công ty
Số năm kinh nghiệm:	",Xuất nhập khẩu,"Số 22, Lô biệt thự khu D, The Manor, Đường Mễ Trì",Huyện Từ Liêm,5386950a76656e179c250000,Công ty Cổ phần Đầu tư Châu Minh ASIA,Hà Nội,"- Thực hiện các công việc sơn gỗ
- Thực hiện các công việc của cấp trên giao
- Bảo quản công cụ dụng cụ sạch sẽ, ngăn nắp, gọn gàng
- Thực hiện tốt nội quy, quy chế của công ty, thực hiện nhiêm túc quy định về an toàn lao động và phòng chống cháy nổ",Nhân viên,Thợ sơn lành nghề,"Thành thạo công việc sơn gỗ. Am hiểu và thành thạo quy trình sơn, chất liệu sơn. Có khả năng pha sơn, pha màu là một lợi thế.
Nam. Khỏe mạnh, nhanh nhẹn, nhiệt tình, chịu khó và chịu áp lực cao.
Ưu tiên ứng viên có kinh nghiệm về sơn nội thất, hoặc sơn ôtô.",Thỏa thuận,Toàn thời gian,ptnhung@chauminhasia.vn,,,Hà Nội
"Được hưởng đầy đủ các quyền lợi theo luật lao động. Thưởng tùy theo kết quả hoạt động sản xuất kinh doanh của doanh nghiệp, ngoài ra còn các chế độ phúc lợi khác.",Xuất nhập khẩu,"Số 22, Lô biệt thự khu D, The Manor, Đường Mễ Trì",Huyện Từ Liêm,5386950a76656e179c250000,Công ty Cổ phần Đầu tư Châu Minh ASIA,Hà Nội,"- Dựa vào đơn hàng lập kế hoạch mua vật tư
- Mua vật tư theo kế hoạch và chỉ đạo của Ban lãnh đạo
- Kiểm tra, kiểm soát vật tư trong quá trình xuất nhập.
- Sửa chữa máy móc thiết bị phục vụ quá trình sản xuất
- Công việc cụ thể sẽ trao đổi khi phỏng vấn",Nhân viên,Kỹ sư cơ khí,"Tốt nghiệp cao đẳng chuyên ngành cơ khí trở lên
Nhanh nhẹn, nhiệt tình với công việc
Biết nghiệp vụ về kế toán, kế toán kho
Hiểu biết về vật tư thiết bị cơ khí",Thỏa thuận,Toàn thời gian,chauminhasia.bacninh@gmail.com,,,Bắc Ninh
"* Công ty có hỗ trợ 01 bữa cơm ca (ăn trưa)
* Được đóng BHXH, BHYT, BHTN sau khi ký hợp đồng lao động chính thức
* Được làm việc trong môi trường chuyên nghiệp, có cơ hội thắng tiến.
* Các chế độ khác theo Quy định của Công ty",Xuất nhập khẩu,"Số 22, Lô biệt thự khu D, The Manor, Đường Mễ Trì",Huyện Từ Liêm,5386950a76656e179c250000,Công ty Cổ phần Đầu tư Châu Minh ASIA,Hà Nội,"Theo dõi và thông báo kịp thời những biến động về chất lượng cho Ban giám đốc và những bộ phận liên quan để có quyết định xử lý kịp thời không để lan rộng
Kiểm tra chất lượng đầu vào
Kiểm tra chất lượng công đoạn
Kiểm tra quy cách đóng gói thành phầm
Kiểm tra máy móc thiết bị và vệ sinh nhà máy
Theo dõi, tìm nguyên nhân và xử lý sản phẩm không phù hợp phát sinh trong quá tình sản xuất. Sự kiểm tra này cần phải lập và ghi chép thành văn bản và được lưu tại bộ phận Hành chính.
Tổng hợp báo cáo kết quả tay nghề hàng tháng và tổng hợp báo cáo các danh sách thưởng phạt theo quy định.",Nhân viên,Quản lý chất lượng (QC),"Nam, khỏe mạnh, nhanh nhẹn, nhiệt tình, chịu khó và chịu áp lực cao.",Thỏa thuận,Toàn thời gian,chauminhasia.bacninh@gmail.com,,,Bắc Ninh
" Thử việc: Từ 1 đến 2 tháng tùy theo năng lực.
Được làm việc trong môi trường chuyên nghiệp, năng động có nhiều cơ hội thăng tiến.
Được hỗ trợ cung cấp danh sách khách hàng để khai thác.
Được tham gia BHXH, BHYT, BHTN đầy đủ.
Các chế độ phúc lợi khác như: nghỉ lễ, tết, phép năm, tham quan du lịch hàng năm.
Được đào tạo cơ bản đến chuyên sâu (trước khi nhận việc).",Xuất nhập khẩu,"96 Nguyễn Cửu Vân, Phường 17",Quận Bình Thạnh,5386950a76656e179c2b0000,Công ty Cổ phần - Đầu tư - Dịch vụ bất động sản Thiên Đức,Hồ Chí Minh,"
    Tìm kiếm, phát triển, chăm sóc khách hàng.
    Duy trì mối quan hệ, hổ trợ khách hàng lựa chọn phù hợp.
    Đưa ra các chiến lược kinh doanh mới có hiệu quả phù hợp với từng giai đoạn.",Nhân viên,Nhân Viên Kinh Doanh BĐS,"
    Có laptop cá nhân.
    Đã tốt nghiệp, không còn bận việc học nào khác.
    Kỹ năng làm việc theo nhóm.
    Kỹ năng thuyết trình, thuyết phục cao.
    Nhanh nhẹn, có ý tưởng mới.
    Có tinh thần trách nhiệm cao và chịu áp lực trong công việc.
    Tốt nghiệp Cao đẳng trở lên.
    Đối với Ứng viên mới tốt nghiệp (yêu cầu phải đạt khá, giỏi trở lên).
    Đối với Ứng viên ra trường trên 01 năm (Có ít nhất 1 năm kinh nghiệm về kinh doanh).","Từ 3,5 – 10 triệu (lương cơ bản theo năng lực).",Toàn thời gian,quoclinh@thienducgroup.com,,,Hồ Chí Minh
"- Làm việc trong một môi trường chuyên nghiệp và năng động
- Có cơ hội được trao dồi thêm những kiến thức khác ngoài chuyên môn
- Được đào tạo quy trình tìm địa điềm và thẩm định tiềm năng khu vực",Xuất nhập khẩu,"601 Cách Mạng Tháng Tám, Phường 15",Quận 10,5386950a76656e179c1e0000,Công ty TNHH Thể chất và sắc đẹp Calia,Hồ Chí Minh,"I. Tính cách chung của ứng viên
- Có thái độ làm việc tích cực và chuyên nghiệp
- Có tinh thần trách nhiệm cao trong công việc được giao
- Có khả năng làm việc độc lập và làm việc theo nhóm
- Có khả năng chịu được áp lực cao trong công việc
- Có hiểu biết, đam mê về thị trường bán lẻ
- Có khả năng hỗ trợ các bộ phận khác của Công ty khi có yêu cầu

II. Công việc chính và trách nhiệm
- Khảo sát thị trường về các mặt bằng và đối tượng khách hàng tiềm năng trên địa bàn TPHCM
- Hỗ trợ và tìm kiếm mặt bằng thích hợp cho việc phát triển hệ thống cửa hàng Calia
- Tìm vị trí mặt bằng theo đúng tiêu chí công ty đưa ra
- Báo cáo tình hình khảo sát và tìm kiếm cho cấp trên",Nhân viên,Thực tập viên tìm kiếm cửa hàng,"- Công việc đòi hỏi phải thường xuyên đi lại bên ngoài
- Chịu khó, chăm chỉ
- Nhanh nhẹn, yêu thích công việc khảo sát và tìm kiếm mặt bằng",Thỏa thuận,Thực tập,phuongtram@vnpioneers.com,,,Hồ Chí Minh
"- Được hưởng mọi quyền lợi của một thực tập viên theo đúng quy định luật lao động của nhà nước
- Làm việc trong một môi trường chuyên nghiệp và năng động
- Được hưởng chế độ khen và thưởng cá nhân dựa theo thành tích cá nhân đạt được
- Có cơ hội trao dồi thêm những kiến thức khác ngoài chuyên môn
- Cơ hội tuyển dụng cho ứng viên làm việc tốt
- Được huấn luyên một số kỹ năng quản lý hàng hóa/thu mua trong ngành bán lẻ","Hàng tiêu dùng,Thực phẩm","601 Cách Mạng Tháng Tám, Phường 15",Quận 10,5386950a76656e179c1e0000,Công ty TNHH Thể chất và sắc đẹp Calia,Hồ Chí Minh,"I. Yêu cầu chung của ứng viên
- Có thái độ làm việc tích cực và chuyên nghiệp
- Có tinh thần trách nhiệm cao trong công việc được giao
- Có khả năng làm việc độc lập và làm việc theo nhóm
- Có khả năng chịu được áp lực cao trong công việc
- Có hiểu biết, đam mê về thị trường bán lẻ
- Có khả năng hỗ trợ các bộ phận khác của Công ty khi có yêu cầu

II. Công việc chính và trách nhiệm
- Đối với công việc tại kho Tổng của Công ty: hỗ trợ các việc xuất, nhập hàng, sắp xếp hàng trong kho sau đó là kiểm tra và đếm số lượng hàng hóa
- Làm việc trên hệ thống phần mềm quản lý bán hàng: hỗ trợ các công việc nhập liệu như tạo mã hàng và điều chỉnh giá. Đặt hàng, phân tích theo yêu cầu. Báo date hàng hóa
- Một số công việc khác theo yêu cầu của Bộ phận",Nhân viên,Thực tập viên thu mua,"- Yêu thích công việc thu mua. Có đam mê về lĩnh vực mỹ phẩm và trang sức nói riêng cũng như lĩnh vực bán lẻ nói chung là một lợi thế
- Hiện là sinh viện tại các trường đại học và cao đẳng
- Thành thạo Word, Excel và một số ứng dụng cơ bản khác trên máy tính
- Năng động, sáng tạo, tự chủ trong công việc
- Công việc giành cho những sinh viên cần đi thực tập",Thỏa thuận,Toàn thời gian,phuongtram@vnpioneers.com,,,Hồ Chí Minh
"- Được hưởng mọi quyền lợi theo đúng quy định luật lao động cùa Nhà nước
- Làm việc trong một môi trường chuyên nghiệp và năng động
- Được hưởng chế độ khen và thưởng cá nhân dựa theo thành tích cá nhân đạt được trong năm
- Có cơ hội được trao dồi thêm những kiến thức khác ngoài chuyên môn
- Có cơ hội thăng tiến vào các cấp bậc trên hay vào các bộ phận chuyên môn khác","Hàng tiêu dùng,Thực phẩm","601 Cách Mạng Tháng Tám, Phường 15",Quận 10,5386950a76656e179c1e0000,Công ty TNHH Thể chất và sắc đẹp Calia,Hồ Chí Minh,"I. Tích cách chung của ứng viên
- Có thái độ làm việc tích cực và chuyên nghiệp
- Có tinh thần trách nhiệm cao trong công việc được giao
- Có khả năng làm việc độc lập và làm việc theo nhóm
- Có khả năng chịu được áp lực cao trong công việc
- Có hiểu biết, đam mê về thị trường bán lẻ
- Có khả năng hỗ trợ các bộ phận khác của Công ty khi có yêu cầu

II. Công việc chính và trách nhiệm
1. Quản lý tài chính cửa hàng
2. Quản lý Marketing trong cửa hàng và trong khu vực
3. Quản lý khách hàng
4. Quản lý hàng hóa
5. Quản lý nhân sự
6. Quàn lý cơ sở hạ tầng của cửa hàng
7. Nhiệm vụ khác
- Trách nhiệm quản lý các quan hệ với các cấp chính quyền trong khu vực, các đoàn thể trong khu vực
- Khi công ty có những sự việc phát sinh đột xuất thì phải chịu sự phân bổ công việc theo sự chỉ đạo của Ban Giám Đốc",Nhân viên,Cửa hàng trưởng,"- Có ít nhất 2 - 3 năm kinh nghiệm trong ngành bán lẻ
- Có trên 2 năm kinh nghiệm Quản lý cửa hàng, ưu tiên kinh nghiệm trong ngành bán lẻ
- Có trên 2 năm kinh nghiệm quản lý nhân sự trong một cừa hàng
- Có khả năng trình bày, giao tiếp tốt
- Biết sử dụng phần mềm quản lý hàng hóa và doanh thu và thông thạo vi tính văn phòng: Microsoft Office, Outlook, Skype....",Thỏa thuận,Toàn thời gian,phuongtram@vnpioneers.com,,,Hồ Chí Minh
